"ModernName","Date"
"brown-headed cowbird",1931-04-18
"brown creeper",1931-04-18
"brown creeper",1931-04-18
"dark-eyed junco",1931-04-18
"downy woodpecker",1931-04-18
"eastern meadowlark",1931-04-18
"eastern towhee",1931-04-18
"golden-crowned kinglet",1931-04-18
"grackle",1931-04-18
"hermit thrush",1931-04-18
"hermit thrush",1931-04-18
"killdeer",1931-04-18
"lesser scaup",1931-04-18
"long-tailed duck",1931-04-18
"northern flicker",1931-04-18
"pie-billed grebe",1931-04-18
"red-winged blackbird",1931-04-18
"ruby-crowned kinglet",1931-04-18
"song sparrow",1931-04-18
"swamp sparrow",1931-04-18
"yellow-bellied sapsucker",1931-04-18
"yellow-rumped warbler",1931-04-18
"american robin",1931-04-19
"american robin",1931-04-19
"blue jay",1931-04-19
"bonaparte gull",1931-04-19
"brown-headed cowbird",1931-04-19
"brown creeper",1931-04-19
"brown creeper",1931-04-19
"brown thrasher",1931-04-19
"dark-eyed junco",1931-04-19
"eastern meadowlark",1931-04-19
"eastern phoebe",1931-04-19
"eastern towhee",1931-04-19
"golden-crowned kinglet",1931-04-19
"grackle",1931-04-19
"hermit thrush",1931-04-19
"hermit thrush",1931-04-19
"long-tailed duck",1931-04-19
"northern flicker",1931-04-19
"pie-billed grebe",1931-04-19
"purple finch",1931-04-19
"red-winged blackbird",1931-04-19
"ruby-crowned kinglet",1931-04-19
"rusty blackbird",1931-04-19
"song sparrow",1931-04-19
"swamp sparrow",1931-04-19
"white-throated sparrow",1931-04-19
"yellow-bellied sapsucker",1931-04-19
"yellow-rumped warbler",1931-04-19
"american coot",1931-04-20
"american robin",1931-04-20
"american robin",1931-04-20
"belted kingfisher",1931-04-20
"blue-winged teal",1931-04-20
"bonaparte gull",1931-04-20
"brown-headed cowbird",1931-04-20
"brown creeper",1931-04-20
"brown creeper",1931-04-20
"brown thrasher",1931-04-20
"dark-eyed junco",1931-04-20
"eastern meadowlark",1931-04-20
"eastern phoebe",1931-04-20
"field sparrow",1931-04-20
"fox sparrow",1931-04-20
"golden-crowned kinglet",1931-04-20
"grackle",1931-04-20
"grasshopper sparrow",1931-04-20
"hermit thrush",1931-04-20
"hermit thrush",1931-04-20
"horned lark",1931-04-20
"killdeer",1931-04-20
"long-tailed duck",1931-04-20
"northern flicker",1931-04-20
"palm warbler",1931-04-20
"pie-billed grebe",1931-04-20
"purple finch",1931-04-20
"purple martin",1931-04-20
"red-headed woodpecker",1931-04-20
"red-winged blackbird",1931-04-20
"ruby-crowned kinglet",1931-04-20
"savanna sparrow",1931-04-20
"song sparrow",1931-04-20
"swamp sparrow",1931-04-20
"white-throated sparrow",1931-04-20
"yellow-bellied sapsucker",1931-04-20
"yellow-rumped warbler",1931-04-20
"american coot",1931-04-22
"american robin",1931-04-22
"american robin",1931-04-22
"brown creeper",1931-04-22
"brown creeper",1931-04-22
"dark-eyed junco",1931-04-22
"eastern bluebird",1931-04-22
"golden-crowned kinglet",1931-04-22
"grackle",1931-04-22
"hermit thrush",1931-04-22
"hermit thrush",1931-04-22
"long-tailed duck",1931-04-22
"northern flicker",1931-04-22
"pie-billed grebe",1931-04-22
"red-headed woodpecker",1931-04-22
"red-winged blackbird",1931-04-22
"ruby-crowned kinglet",1931-04-22
"savanna sparrow",1931-04-22
"song sparrow",1931-04-22
"swamp sparrow",1931-04-22
"white-throated sparrow",1931-04-22
"yellow-bellied sapsucker",1931-04-22
"yellow-rumped warbler",1931-04-22
"american coot",1931-04-23
"american robin",1931-04-23
"american robin",1931-04-23
"belted kingfisher",1931-04-23
"blue jay",1931-04-23
"bonaparte gull",1931-04-23
"brown-headed cowbird",1931-04-23
"brown creeper",1931-04-23
"brown creeper",1931-04-23
"common loon",1931-04-23
"dark-eyed junco",1931-04-23
"golden-crowned kinglet",1931-04-23
"grackle",1931-04-23
"hermit thrush",1931-04-23
"hermit thrush",1931-04-23
"herring gull",1931-04-23
"lesser scaup",1931-04-23
"long-tailed duck",1931-04-23
"northern flicker",1931-04-23
"pie-billed grebe",1931-04-23
"red-breasted merganser",1931-04-23
"red-winged blackbird",1931-04-23
"ruby-crowned kinglet",1931-04-23
"savanna sparrow",1931-04-23
"swamp sparrow",1931-04-23
"white-throated sparrow",1931-04-23
"yellow-bellied sapsucker",1931-04-23
"yellow-rumped warbler",1931-04-23
"american coot",1931-04-24
"american robin",1931-04-24
"american robin",1931-04-24
"belted kingfisher",1931-04-24
"bonaparte gull",1931-04-24
"brown-headed cowbird",1931-04-24
"brown creeper",1931-04-24
"dark-eyed junco",1931-04-24
"eastern meadowlark",1931-04-24
"eastern towhee",1931-04-24
"grackle",1931-04-24
"hermit thrush",1931-04-24
"herring gull",1931-04-24
"lesser scaup",1931-04-24
"long-tailed duck",1931-04-24
"northern flicker",1931-04-24
"pie-billed grebe",1931-04-24
"red-winged blackbird",1931-04-24
"swamp sparrow",1931-04-24
"white-throated sparrow",1931-04-24
"yellow-bellied sapsucker",1931-04-24
"yellow-rumped warbler",1931-04-24
"american coot",1931-04-25
"american robin",1931-04-25
"american robin",1931-04-25
"belted kingfisher",1931-04-25
"bonaparte gull",1931-04-25
"brown-headed cowbird",1931-04-25
"brown creeper",1931-04-25
"brown creeper",1931-04-25
"dark-eyed junco",1931-04-25
"eastern towhee",1931-04-25
"golden-crowned kinglet",1931-04-25
"grackle",1931-04-25
"hermit thrush",1931-04-25
"long-tailed duck",1931-04-25
"northern flicker",1931-04-25
"pie-billed grebe",1931-04-25
"red-winged blackbird",1931-04-25
"yellow-rumped warbler",1931-04-25
"american robin",1931-04-26
"american robin",1931-04-26
"belted kingfisher",1931-04-26
"bonaparte gull",1931-04-26
"brown creeper",1931-04-26
"brown creeper",1931-04-26
"dark-eyed junco",1931-04-26
"eastern towhee",1931-04-26
"grackle",1931-04-26
"hermit thrush",1931-04-26
"lesser scaup",1931-04-26
"long-tailed duck",1931-04-26
"northern flicker",1931-04-26
"red-winged blackbird",1931-04-26
"white-throated sparrow",1931-04-26
"yellow-bellied sapsucker",1931-04-26
"yellow-rumped warbler",1931-04-26
"american coot",1931-04-27
"american robin",1931-04-27
"american robin",1931-04-27
"belted kingfisher",1931-04-27
"blue jay",1931-04-27
"bonaparte gull",1931-04-27
"brown creeper",1931-04-27
"brown creeper",1931-04-27
"dark-eyed junco",1931-04-27
"eastern towhee",1931-04-27
"golden-crowned kinglet",1931-04-27
"grackle",1931-04-27
"hermit thrush",1931-04-27
"hermit thrush",1931-04-27
"killdeer",1931-04-27
"long-tailed duck",1931-04-27
"pie-billed grebe",1931-04-27
"red-winged blackbird",1931-04-27
"ruby-crowned kinglet",1931-04-27
"white-throated sparrow",1931-04-27
"yellow-bellied sapsucker",1931-04-27
"yellow-rumped warbler",1931-04-27
"american coot",1931-04-28
"american robin",1931-04-28
"american robin",1931-04-28
"belted kingfisher",1931-04-28
"blue jay",1931-04-28
"bonaparte gull",1931-04-28
"brown-headed cowbird",1931-04-28
"brown creeper",1931-04-28
"brown creeper",1931-04-28
"dark-eyed junco",1931-04-28
"eastern meadowlark",1931-04-28
"eastern towhee",1931-04-28
"field sparrow",1931-04-28
"golden-crowned kinglet",1931-04-28
"grackle",1931-04-28
"hermit thrush",1931-04-28
"hermit thrush",1931-04-28
"lesser scaup",1931-04-28
"long-tailed duck",1931-04-28
"northern flicker",1931-04-28
"palm warbler",1931-04-28
"pie-billed grebe",1931-04-28
"red-winged blackbird",1931-04-28
"ruby-crowned kinglet",1931-04-28
"savanna sparrow",1931-04-28
"swamp sparrow",1931-04-28
"vepser sparrow",1931-04-28
"white-throated sparrow",1931-04-28
"wilson's snipe",1931-04-28
"yellow-bellied sapsucker",1931-04-28
"yellow-rumped warbler",1931-04-28
"american coot",1931-04-29
"american robin",1931-04-29
"american robin",1931-04-29
"belted kingfisher",1931-04-29
"blue jay",1931-04-29
"bonaparte gull",1931-04-29
"brown-headed cowbird",1931-04-29
"brown creeper",1931-04-29
"brown creeper",1931-04-29
"dark-eyed junco",1931-04-29
"eastern towhee",1931-04-29
"golden-crowned kinglet",1931-04-29
"grackle",1931-04-29
"hermit thrush",1931-04-29
"hermit thrush",1931-04-29
"lesser scaup",1931-04-29
"long-tailed duck",1931-04-29
"northern flicker",1931-04-29
"palm warbler",1931-04-29
"pie-billed grebe",1931-04-29
"purple martin",1931-04-29
"red-winged blackbird",1931-04-29
"ruby-crowned kinglet",1931-04-29
"song sparrow",1931-04-29
"white-throated sparrow",1931-04-29
"yellow-bellied sapsucker",1931-04-29
"yellow-rumped warbler",1931-04-29
"american robin",1931-04-30
"american robin",1931-04-30
"belted kingfisher",1931-04-30
"blue jay",1931-04-30
"bonaparte gull",1931-04-30
"brown-headed cowbird",1931-04-30
"brown creeper",1931-04-30
"brown creeper",1931-04-30
"brown thrasher",1931-04-30
"dark-eyed junco",1931-04-30
"golden-crowned kinglet",1931-04-30
"grackle",1931-04-30
"hermit thrush",1931-04-30
"hermit thrush",1931-04-30
"killdeer",1931-04-30
"lesser scaup",1931-04-30
"long-tailed duck",1931-04-30
"northern flicker",1931-04-30
"northern rough-winged swallow",1931-04-30
"pie-billed grebe",1931-04-30
"purple martin",1931-04-30
"red-winged blackbird",1931-04-30
"ruby-crowned kinglet",1931-04-30
"song sparrow",1931-04-30
"swamp sparrow",1931-04-30
"yellow-bellied sapsucker",1931-04-30
"american coot",1931-05-01
"american robin",1931-05-01
"bonaparte gull",1931-05-01
"brown-headed cowbird",1931-05-01
"brown creeper",1931-05-01
"brown thrasher",1931-05-01
"chipping sparrow",1931-05-01
"eastern towhee",1931-05-01
"field sparrow",1931-05-01
"grackle",1931-05-01
"herring gull",1931-05-01
"lesser scaup",1931-05-01
"long-tailed duck",1931-05-01
"mourning dove",1931-05-01
"northern flicker",1931-05-01
"purple martin",1931-05-01
"red-headed woodpecker",1931-05-01
"red-winged blackbird",1931-05-01
"song sparrow",1931-05-01
"swamp sparrow",1931-05-01
"white-throated sparrow",1931-05-01
"yellow-rumped warbler",1931-05-01
"american bittern",1931-05-02
"american coot",1931-05-02
"american robin",1931-05-02
"bonaparte gull",1931-05-02
"brown-headed cowbird",1931-05-02
"brown thrasher",1931-05-02
"cedar waxwing",1931-05-02
"dark-eyed junco",1931-05-02
"downy woodpecker",1931-05-02
"eastern towhee",1931-05-02
"field sparrow",1931-05-02
"grackle",1931-05-02
"lesser scaup",1931-05-02
"long-tailed duck",1931-05-02
"northern flicker",1931-05-02
"palm warbler",1931-05-02
"purple finch",1931-05-02
"purple martin",1931-05-02
"red-winged blackbird",1931-05-02
"song sparrow",1931-05-02
"swamp sparrow",1931-05-02
"white-crowned sparrow",1931-05-02
"white-throated sparrow",1931-05-02
"yellow-rumped warbler",1931-05-02
"american robin",1931-05-03
"bonaparte gull",1931-05-03
"brown-headed cowbird",1931-05-03
"brown creeper",1931-05-03
"brown thrasher",1931-05-03
"cedar waxwing",1931-05-03
"eastern towhee",1931-05-03
"field sparrow",1931-05-03
"grackle",1931-05-03
"herring gull",1931-05-03
"lesser scaup",1931-05-03
"long-tailed duck",1931-05-03
"northern flicker",1931-05-03
"purple martin",1931-05-03
"red-winged blackbird",1931-05-03
"song sparrow",1931-05-03
"swamp sparrow",1931-05-03
"white-throated sparrow",1931-05-03
"american robin",1931-05-04
"belted kingfisher",1931-05-04
"black and white warbler",1931-05-04
"blue-winged teal",1931-05-04
"bonaparte gull",1931-05-04
"brown-headed cowbird",1931-05-04
"brown thrasher",1931-05-04
"cedar waxwing",1931-05-04
"dark-eyed junco",1931-05-04
"eastern meadowlark",1931-05-04
"eastern towhee",1931-05-04
"field sparrow",1931-05-04
"grackle",1931-05-04
"long-tailed duck",1931-05-04
"northern flicker",1931-05-04
"purple martin",1931-05-04
"red-winged blackbird",1931-05-04
"savanna sparrow",1931-05-04
"song sparrow",1931-05-04
"spotted sandpiper",1931-05-04
"swamp sparrow",1931-05-04
"white-crowned sparrow",1931-05-04
"white-throated sparrow",1931-05-04
"yellow-rumped warbler",1931-05-04
"american robin",1931-05-05
"bonaparte gull",1931-05-05
"brown thrasher",1931-05-05
"cedar waxwing",1931-05-05
"clay-colored sparrow",1931-05-05
"common tern",1931-05-05
"common yellowthroat",1931-05-05
"eastern towhee",1931-05-05
"field sparrow",1931-05-05
"grackle",1931-05-05
"house wren",1931-05-05
"lesser scaup",1931-05-05
"lincoln sparrow",1931-05-05
"long-tailed duck",1931-05-05
"northern flicker",1931-05-05
"palm warbler",1931-05-05
"purple martin",1931-05-05
"red-headed woodpecker",1931-05-05
"red-winged blackbird",1931-05-05
"savanna sparrow",1931-05-05
"spotted sandpiper",1931-05-05
"swamp sparrow",1931-05-05
"warbling vireo",1931-05-05
"white-crowned sparrow",1931-05-05
"white-throated sparrow",1931-05-05
"yellow-rumped warbler",1931-05-05
"yellow warbler",1931-05-05
"american robin",1931-05-07
"bank swallow",1931-05-07
"barn swallow",1931-05-07
"black and white warbler",1931-05-07
"blue-grey gnatcatcher",1931-05-07
"blue-headed vireo",1931-05-07
"bonaparte gull",1931-05-07
"brown thrasher",1931-05-07
"common tern",1931-05-07
"eastern bluebird",1931-05-07
"eastern towhee",1931-05-07
"field sparrow",1931-05-07
"grackle",1931-05-07
"gray catbird",1931-05-07
"killdeer",1931-05-07
"least flycatcher",1931-05-07
"long-tailed duck",1931-05-07
"northern flicker",1931-05-07
"northern water-thrush",1931-05-07
"orange-crowned warbler",1931-05-07
"palm warbler",1931-05-07
"purple martin",1931-05-07
"red-headed woodpecker",1931-05-07
"red-winged blackbird",1931-05-07
"savanna sparrow",1931-05-07
"spotted sandpiper",1931-05-07
"white-crowned sparrow",1931-05-07
"white-throated sparrow",1931-05-07
"yellow-rumped warbler",1931-05-07
"yellow warbler",1931-05-07
"american bittern",1931-05-09
"american robin",1931-05-09
"belted kingfisher",1931-05-09
"black and white warbler",1931-05-09
"blue jay",1931-05-09
"bonaparte gull",1931-05-09
"brown thrasher",1931-05-09
"eastern towhee",1931-05-09
"field sparrow",1931-05-09
"grackle",1931-05-09
"lesser scaup",1931-05-09
"long-tailed duck",1931-05-09
"northern flicker",1931-05-09
"northern water-thrush",1931-05-09
"oven bird",1931-05-09
"palm warbler",1931-05-09
"purple martin",1931-05-09
"red-headed woodpecker",1931-05-09
"red-winged blackbird",1931-05-09
"song sparrow",1931-05-09
"spotted sandpiper",1931-05-09
"swainson's thrush",1931-05-09
"swamp sparrow",1931-05-09
"white-crowned sparrow",1931-05-09
"white-throated sparrow",1931-05-09
"yellow warbler",1931-05-09
"american redstart",1931-05-10
"american robin",1931-05-10
"baltimore oriole",1931-05-10
"black-throated green warbler",1931-05-10
"black and white warbler",1931-05-10
"blackburnian warbler",1931-05-10
"blue-winged teal",1931-05-10
"blue jay",1931-05-10
"bonaparte gull",1931-05-10
"brown thrasher",1931-05-10
"cedar waxwing",1931-05-10
"chipping sparrow",1931-05-10
"clay-colored sparrow",1931-05-10
"common tern",1931-05-10
"eastern towhee",1931-05-10
"field sparrow",1931-05-10
"grackle",1931-05-10
"gray catbird",1931-05-10
"great-crested flycatcher",1931-05-10
"green heron",1931-05-10
"least flycatcher",1931-05-10
"nashville warbler",1931-05-10
"northern flicker",1931-05-10
"orange-crowned warbler",1931-05-10
"palm warbler",1931-05-10
"purple martin",1931-05-10
"red-headed woodpecker",1931-05-10
"red-winged blackbird",1931-05-10
"savanna sparrow",1931-05-10
"screech owl",1931-05-10
"spotted sandpiper",1931-05-10
"swamp sparrow",1931-05-10
"warbling vireo",1931-05-10
"white-crowned sparrow",1931-05-10
"white-throated sparrow",1931-05-10
"yellow-rumped warbler",1931-05-10
"yellow warbler",1931-05-10
"american robin",1931-05-12
"black and white warbler",1931-05-12
"blue-grey gnatcatcher",1931-05-12
"blue-winged teal",1931-05-12
"bonaparte gull",1931-05-12
"brown-headed cowbird",1931-05-12
"brown thrasher",1931-05-12
"common tern",1931-05-12
"eastern towhee",1931-05-12
"field sparrow",1931-05-12
"grackle",1931-05-12
"green heron",1931-05-12
"house wren",1931-05-12
"long-tailed duck",1931-05-12
"palm warbler",1931-05-12
"purple martin",1931-05-12
"red-headed woodpecker",1931-05-12
"red-winged blackbird",1931-05-12
"spotted sandpiper",1931-05-12
"swamp sparrow",1931-05-12
"white-crowned sparrow",1931-05-12
"white-throated sparrow",1931-05-12
"yellow-rumped warbler",1931-05-12
"yellow warbler",1931-05-12
"american goldfinch",1931-05-13
"american robin",1931-05-13
"barn swallow",1931-05-13
"belted kingfisher",1931-05-13
"black and white warbler",1931-05-13
"black scoter",1931-05-13
"blue-grey gnatcatcher",1931-05-13
"blue-winged teal",1931-05-13
"bonaparte gull",1931-05-13
"brown thrasher",1931-05-13
"common tern",1931-05-13
"eastern towhee",1931-05-13
"grackle",1931-05-13
"house wren",1931-05-13
"killdeer",1931-05-13
"least flycatcher",1931-05-13
"lesser scaup",1931-05-13
"long-tailed duck",1931-05-13
"nashville warbler",1931-05-13
"northern flicker",1931-05-13
"purple martin",1931-05-13
"red-headed woodpecker",1931-05-13
"red-winged blackbird",1931-05-13
"swamp sparrow",1931-05-13
"white-throated sparrow",1931-05-13
"yellow-rumped warbler",1931-05-13
"yellow warbler",1931-05-13
"american goldfinch",1931-05-14
"american redstart",1931-05-14
"american robin",1931-05-14
"baltimore oriole",1931-05-14
"barn swallow",1931-05-14
"belted kingfisher",1931-05-14
"black-throated blue warbler",1931-05-14
"black and white warbler",1931-05-14
"blackburnian warbler",1931-05-14
"blue-grey gnatcatcher",1931-05-14
"blue jay",1931-05-14
"brown-headed cowbird",1931-05-14
"brown thrasher",1931-05-14
"clay-colored sparrow",1931-05-14
"common tern",1931-05-14
"downy woodpecker",1931-05-14
"eastern towhee",1931-05-14
"grackle",1931-05-14
"gray catbird",1931-05-14
"least flycatcher",1931-05-14
"lincoln sparrow",1931-05-14
"nashville warbler",1931-05-14
"northern flicker",1931-05-14
"northern parula",1931-05-14
"oven bird",1931-05-14
"palm warbler",1931-05-14
"purple martin",1931-05-14
"red-breasted nuthatch",1931-05-14
"red-headed woodpecker",1931-05-14
"red-winged blackbird",1931-05-14
"savanna sparrow",1931-05-14
"song sparrow",1931-05-14
"spotted sandpiper",1931-05-14
"summer tanager",1931-05-14
"swamp sparrow",1931-05-14
"white-crowned sparrow",1931-05-14
"white-throated sparrow",1931-05-14
"wood thrush",1931-05-14
"yellow-rumped warbler",1931-05-14
"yellow warbler",1931-05-14
"american goldfinch",1931-05-15
"american redstart",1931-05-15
"american robin",1931-05-15
"baltimore oriole",1931-05-15
"black-throated blue warbler",1931-05-15
"black-throated green warbler",1931-05-15
"black and white warbler",1931-05-15
"blue-headed vireo",1931-05-15
"bobolink",1931-05-15
