"","ModernName","Date","Time","Location","n","Observer","Weather","Year"
"12770","chipping sparrow",2013-05-14,9H 0M 0S,"North Pond",3,"Kelvin Limbrick","Sunny",2013
"12771","palm warbler",2013-05-14,9H 0M 0S,"North Pond",7,"Kelvin Limbrick","Sunny",2013
"12851","red winged blackbird",2013-05-15,7H 45M 0S,"Lily Pond",9,"Kelvin Limbrick","Cloudy",2013
"12852","gray catbird",2013-05-15,7H 45M 0S,"Lily Pond",12,"Kelvin Limbrick","Cloudy",2013
"12853","mallard",2013-05-15,7H 45M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12855","northern waterthrush",2013-05-15,7H 45M 0S,"Lily Pond",6,"Kelvin Limbrick","Cloudy",2013
"12858","white throated sparrow",2013-05-15,7H 45M 0S,"Lily Pond",16,"Kelvin Limbrick","Cloudy",2013
"12859","common grackle",2013-05-15,7H 45M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"12861","american redstart",2013-05-15,7H 45M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12862","ovenbird",2013-05-15,7H 45M 0S,"Lily Pond",6,"Kelvin Limbrick","Cloudy",2013
"12863","chimney swift",2013-05-15,7H 45M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"12864","baltimore oriole",2013-05-15,7H 45M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12865","mourning warbler",2013-05-15,7H 45M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"12866","common yellowthroat",2013-05-15,7H 45M 0S,"Lily Pond",3,"Kelvin Limbrick","Cloudy",2013
"12867","veery",2013-05-15,7H 45M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"12869","swainson's thrush",2013-05-15,7H 45M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"12870","tennessee warbler",2013-05-15,7H 45M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"12871","blue jay",2013-05-15,7H 45M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12872","lincoln's sparrow",2013-05-15,7H 45M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"12873","magnolia warbler",2013-05-15,7H 45M 0S,"Lily Pond",4,"Kelvin Limbrick","Cloudy",2013
"12874","empidonax flycatcher",2013-05-15,7H 45M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"12875","black capped chickadee",2013-05-15,7H 45M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12876","palm warbler",2013-05-15,7H 45M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12877","american robin",2013-05-15,7H 45M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"12878","nashville warbler",2013-05-15,7H 45M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12879","blackpoll warbler",2013-05-15,7H 45M 0S,"Lily Pond",3,"Kelvin Limbrick","Cloudy",2013
"12880","american crow",2013-05-15,7H 45M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"12881","yellow throated vireo",2013-05-15,7H 45M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"12882","american redstart",2013-05-15,7H 45M 0S,"Lily Pond",5,"Kelvin Limbrick","Cloudy",2013
"12883","warbling vireo",2013-05-15,7H 45M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12884","red breasted nuthatch",2013-05-15,7H 45M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12885","canada goose",2013-05-15,7H 45M 0S,"Lily Pond",4,"Kelvin Limbrick","Cloudy",2013
"12886","white crowned sparrow",2013-05-15,7H 45M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"12887","yellow warbler",2013-05-15,7H 45M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12888","blue headed vireo",2013-05-15,7H 45M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12889","northern cardinal",2013-05-15,7H 45M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12890","yellow billed cuckoo",2013-05-15,7H 45M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"12891","common grackle",2013-05-15,8H 50M 0S,"North Pond",13,"Kelvin Limbrick","Cloudy",2013
"12893","european starling",2013-05-15,8H 50M 0S,"North Pond",32,"Kelvin Limbrick","Cloudy",2013
"12895","chestnut sided warbler",2013-05-15,8H 50M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12896","downy woodpecker",2013-05-15,8H 50M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12897","red winged blackbird",2013-05-15,8H 50M 0S,"North Pond",16,"Kelvin Limbrick","Cloudy",2013
"12898","american crow",2013-05-15,8H 50M 0S,"North Pond",6,"Kelvin Limbrick","Cloudy",2013
"12900","house sparrow",2013-05-15,8H 50M 0S,"North Pond",46,"Kelvin Limbrick","Cloudy",2013
"12901","gray catbird",2013-05-15,8H 50M 0S,"North Pond",14,"Kelvin Limbrick","Cloudy",2013
"12902","caspian tern",2013-05-15,8H 50M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12903","orange crowned warbler",2013-05-15,8H 50M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12904","nashville warbler",2013-05-15,8H 50M 0S,"North Pond",4,"Kelvin Limbrick","Cloudy",2013
"12905","common yellowthroat",2013-05-15,8H 50M 0S,"North Pond",19,"Kelvin Limbrick","Cloudy",2013
"12906","northern waterthrush",2013-05-15,8H 50M 0S,"North Pond",8,"Kelvin Limbrick","Cloudy",2013
"12907","white crowned sparrow",2013-05-15,8H 50M 0S,"North Pond",19,"Kelvin Limbrick","Cloudy",2013
"12908","canada goose",2013-05-15,8H 50M 0S,"North Pond",30,"Kelvin Limbrick","Cloudy",2013
"12909","swamp sparrow",2013-05-15,8H 50M 0S,"North Pond",3,"Kelvin Limbrick","Cloudy",2013
"12910","mallard",2013-05-15,8H 50M 0S,"North Pond",20,"Kelvin Limbrick","Cloudy",2013
"12911","gray cheeked thrush",2013-05-15,8H 50M 0S,"North Pond",2,"Kelvin Limbrick","Cloudy",2013
"12912","belted kingfisher",2013-05-15,8H 50M 0S,"North Pond",2,"Kelvin Limbrick","Cloudy",2013
"12913","green heron",2013-05-15,8H 50M 0S,"North Pond",5,"Kelvin Limbrick","Cloudy",2013
"12914","swainson's thrush",2013-05-15,8H 50M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12915","american redstart",2013-05-15,8H 50M 0S,"North Pond",5,"Kelvin Limbrick","Cloudy",2013
"12917","wood duck",2013-05-15,8H 50M 0S,"North Pond",10,"Kelvin Limbrick","Cloudy",2013
"12918","house wren",2013-05-15,8H 50M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12919","northern flicker",2013-05-15,8H 50M 0S,"North Pond",2,"Kelvin Limbrick","Cloudy",2013
"12920","northern mockingbird",2013-05-15,8H 50M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12921","blue jay",2013-05-15,8H 50M 0S,"North Pond",2,"Kelvin Limbrick","Cloudy",2013
"12922","eastern kingbird",2013-05-15,8H 50M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12923","american robin",2013-05-15,8H 50M 0S,"North Pond",6,"Kelvin Limbrick","Cloudy",2013
"12924","yellow rumped warbler",2013-05-15,8H 50M 0S,"North Pond",2,"Kelvin Limbrick","Cloudy",2013
"12925","baltimore oriole",2013-05-15,8H 50M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12926","black and white warbler",2013-05-15,8H 50M 0S,"North Pond",2,"Kelvin Limbrick","Cloudy",2013
"12927","brown headed cowbird",2013-05-15,8H 50M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12928","palm warbler",2013-05-15,8H 50M 0S,"North Pond",2,"Kelvin Limbrick","Cloudy",2013
"12929","warbling vireo",2013-05-15,8H 50M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12930","eastern wood pewee",2013-05-15,8H 50M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12931","ovenbird",2013-05-15,8H 50M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12932","rock pigeon",2013-05-15,8H 50M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12934","american goldfinch",2013-05-15,8H 50M 0S,"North Pond",6,"Kelvin Limbrick","Cloudy",2013
"12935","cape may warbler",2013-05-15,8H 50M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12936","mourning warbler",2013-05-15,8H 50M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12937","least flycatcher",2013-05-15,8H 50M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12938","barn swallow",2013-05-15,8H 50M 0S,"North Pond",3,"Kelvin Limbrick","Cloudy",2013
"12939","white throated sparrow",2013-05-15,8H 50M 0S,"North Pond",13,"Kelvin Limbrick","Cloudy",2013
"12940","lincoln's sparrow",2013-05-15,8H 50M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12942","chipping sparrow",2013-05-15,8H 50M 0S,"North Pond",3,"Kelvin Limbrick","Cloudy",2013
"12943","great crested flycatcher",2013-05-15,8H 50M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12944","empidonax flycatcher",2013-05-15,8H 50M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12945","hermit thrush",2013-05-15,8H 50M 0S,"North Pond",2,"Kelvin Limbrick","Cloudy",2013
"12946","savannah sparrow",2013-05-15,8H 50M 0S,"North Pond",2,"Kelvin Limbrick","Cloudy",2013
"12947","house finch",2013-05-15,8H 50M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"12948","red eyed vireo",2013-05-15,8H 50M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13096","european starling",2013-05-16,9H 23M 0S,"North Pond",42,"Kelvin Limbrick","Cloudy",2013
"13097","house sparrow",2013-05-16,9H 23M 0S,"North Pond",34,"Kelvin Limbrick","Cloudy",2013
"13098","american robin",2013-05-16,9H 23M 0S,"North Pond",13,"Kelvin Limbrick","Cloudy",2013
"13099","rock pigeon",2013-05-16,9H 23M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13100","american goldfinch",2013-05-16,9H 23M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13101","white throated sparrow",2013-05-16,9H 23M 0S,"North Pond",4,"Kelvin Limbrick","Cloudy",2013
"13102","white crowned sparrow",2013-05-16,9H 23M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13103","red winged blackbird",2013-05-16,9H 23M 0S,"North Pond",13,"Kelvin Limbrick","Cloudy",2013
"13104","mallard",2013-05-16,9H 23M 0S,"North Pond",32,"Kelvin Limbrick","Cloudy",2013
"13105","common grackle",2013-05-16,9H 23M 0S,"North Pond",9,"Kelvin Limbrick","Cloudy",2013
"13106","domestic duck",2013-05-16,9H 23M 0S,"North Pond",2,"Kelvin Limbrick","Cloudy",2013
"13107","ring billed gull",2013-05-16,9H 23M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13109","canada goose",2013-05-16,9H 23M 0S,"North Pond",10,"Kelvin Limbrick","Cloudy",2013
"13110","green heron",2013-05-16,9H 23M 0S,"North Pond",3,"Kelvin Limbrick","Cloudy",2013
"13111","black crowned night heron",2013-05-16,9H 23M 0S,"North Pond",3,"Kelvin Limbrick","Cloudy",2013
"13112","wood duck",2013-05-16,9H 23M 0S,"North Pond",5,"Kelvin Limbrick","Cloudy",2013
"13113","palm warbler",2013-05-16,9H 23M 0S,"North Pond",2,"Kelvin Limbrick","Cloudy",2013
"13114","swamp sparrow",2013-05-16,9H 23M 0S,"North Pond",5,"Kelvin Limbrick","Cloudy",2013
"13115","blackburnian warbler",2013-05-16,9H 23M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13116","chestnut sided warbler",2013-05-16,9H 23M 0S,"North Pond",2,"Kelvin Limbrick","Cloudy",2013
"13117","red eyed vireo",2013-05-16,9H 23M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13118","ruby crowned kinglet",2013-05-16,9H 23M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13119","baltimore oriole",2013-05-16,9H 23M 0S,"North Pond",3,"Kelvin Limbrick","Cloudy",2013
"13120","northern cardinal",2013-05-16,9H 23M 0S,"North Pond",2,"Kelvin Limbrick","Cloudy",2013
"13121","common yellowthroat",2013-05-16,9H 23M 0S,"North Pond",10,"Kelvin Limbrick","Cloudy",2013
"13122","black and white warbler",2013-05-16,9H 23M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13123","blue jay",2013-05-16,9H 23M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13124","american crow",2013-05-16,9H 23M 0S,"North Pond",2,"Kelvin Limbrick","Cloudy",2013
"13125","gray catbird",2013-05-16,9H 23M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13126","magnolia warbler",2013-05-16,9H 23M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13127","yellow rumped warbler",2013-05-16,9H 23M 0S,"North Pond",3,"Kelvin Limbrick","Cloudy",2013
"13128","empidonax flycatcher",2013-05-16,9H 23M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13129","ovenbird",2013-05-16,9H 23M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13130","northern rough winged swallow",2013-05-16,9H 23M 0S,"North Pond",2,"Kelvin Limbrick","Cloudy",2013
"13131","mourning warbler",2013-05-16,9H 23M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13132","wilson's warbler",2013-05-16,9H 23M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13133","american redstart",2013-05-16,9H 23M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13134","brown thrasher",2013-05-16,9H 23M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13135","brewer's blackbird",2013-05-16,9H 23M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13136","american goldfinch",2013-05-16,9H 23M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13137","downy woodpecker",2013-05-16,9H 23M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13138","northern flicker",2013-05-16,9H 23M 0S,"North Pond",2,"Kelvin Limbrick","Cloudy",2013
"13139","black capped chickadee",2013-05-16,9H 23M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13140","caspian tern",2013-05-16,9H 23M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13141","red winged blackbird",2013-05-16,10H 38M 0S,"Lily Pond",11,"Kelvin Limbrick","Cloudy",2013
"13142","canada goose",2013-05-16,10H 38M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"13144","house sparrow",2013-05-16,10H 38M 0S,"Lily Pond",3,"Kelvin Limbrick","Cloudy",2013
"13145","empidonax flycatcher",2013-05-16,10H 38M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"13146","nashville warbler",2013-05-16,10H 38M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"13147","white crowned sparrow",2013-05-16,10H 38M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"13148","white throated sparrow",2013-05-16,10H 38M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"13149","green heron",2013-05-16,10H 38M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"13150","baltimore oriole",2013-05-16,10H 38M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"13151","common grackle",2013-05-16,10H 38M 0S,"Lily Pond",6,"Kelvin Limbrick","Cloudy",2013
"13153","swamp sparrow",2013-05-16,10H 38M 0S,"Lily Pond",4,"Kelvin Limbrick","Cloudy",2013
"13154","american crow",2013-05-16,10H 38M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"13156","black and white warbler",2013-05-16,10H 38M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"13158","ring billed gull",2013-05-16,10H 38M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"13160","gray catbird",2013-05-16,10H 38M 0S,"Lily Pond",5,"Kelvin Limbrick","Cloudy",2013
"13161","veery",2013-05-16,10H 38M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"13162","common yellowthroat",2013-05-16,10H 38M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"13163","marsh wren",2013-05-16,10H 38M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"13164","downy woodpecker",2013-05-16,10H 38M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"13165","eastern towhee",2013-05-16,10H 38M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"13166","scarlet tanager",2013-05-16,10H 38M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"13167","ruby throated hummingbird",2013-05-16,10H 38M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"13168","pine warbler",2013-05-16,10H 38M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"13169","american goldfinch",2013-05-16,10H 38M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"13170","red winged blackbird",2013-05-17,7H 53M 0S,"Lily Pond",6,"Kelvin Limbrick","Cloudy",2013
"13173","white crowned sparrow",2013-05-17,7H 53M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"13174","northern cardinal",2013-05-17,7H 53M 0S,"Lily Pond",3,"Kelvin Limbrick","Cloudy",2013
"13175","gray catbird",2013-05-17,7H 53M 0S,"Lily Pond",5,"Kelvin Limbrick","Cloudy",2013
"13176","magnolia warbler",2013-05-17,7H 53M 0S,"Lily Pond",4,"Kelvin Limbrick","Cloudy",2013
"13177","american redstart",2013-05-17,7H 53M 0S,"Lily Pond",4,"Kelvin Limbrick","Cloudy",2013
"13178","common yellowthroat",2013-05-17,7H 53M 0S,"Lily Pond",5,"Kelvin Limbrick","Cloudy",2013
"13179","barn swallow",2013-05-17,7H 53M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"13180","canada goose",2013-05-17,7H 53M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"13181","yellow rumped warbler",2013-05-17,7H 53M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"13182","american robin",2013-05-17,7H 53M 0S,"Lily Pond",3,"Kelvin Limbrick","Cloudy",2013
"13183","brown headed cowbird",2013-05-17,7H 53M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"13184","veery",2013-05-17,7H 53M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"13185","mallard",2013-05-17,7H 53M 0S,"Lily Pond",3,"Kelvin Limbrick","Cloudy",2013
"13187","northern rough winged swallow",2013-05-17,7H 53M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"13188","black throated green warbler",2013-05-17,7H 53M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"13189","cape may warbler",2013-05-17,7H 53M 0S,"Lily Pond",4,"Kelvin Limbrick","Cloudy",2013
"13190","ruby throated hummingbird",2013-05-17,7H 53M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"13191","american crow",2013-05-17,7H 53M 0S,"Lily Pond",3,"Kelvin Limbrick","Cloudy",2013
"13193","tennessee warbler",2013-05-17,7H 53M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"13194","marsh wren",2013-05-17,7H 53M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"13195","white throated sparrow",2013-05-17,7H 53M 0S,"Lily Pond",3,"Kelvin Limbrick","Cloudy",2013
"13196","black and white warbler",2013-05-17,7H 53M 0S,"Lily Pond",3,"Kelvin Limbrick","Cloudy",2013
"13197","blue jay",2013-05-17,7H 53M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"13198","baltimore oriole",2013-05-17,7H 53M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"13199","warbling vireo",2013-05-17,7H 53M 0S,"Lily Pond",2,"Kelvin Limbrick","Cloudy",2013
"13200","philadelphia vireo",2013-05-17,7H 53M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"13201","common grackle",2013-05-17,7H 53M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"13204","blackpoll warbler",2013-05-17,7H 53M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"13205","ruby crowned kinglet",2013-05-17,7H 53M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"13206","mourning dove",2013-05-17,7H 53M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"13207","house sparrow",2013-05-17,7H 53M 0S,"Lily Pond",3,"Kelvin Limbrick","Cloudy",2013
"13208","eastern wood pewee",2013-05-17,7H 53M 0S,"Lily Pond",1,"Kelvin Limbrick","Cloudy",2013
"13209","yellow rumped warbler",2013-05-17,8H 47M 0S,"North Pond",4,"Kelvin Limbrick","Cloudy",2013
"13210","red winged blackbird",2013-05-17,8H 47M 0S,"North Pond",15,"Kelvin Limbrick","Cloudy",2013
"13211","european starling",2013-05-17,8H 47M 0S,"North Pond",66,"Kelvin Limbrick","Cloudy",2013
"13212","american redstart",2013-05-17,8H 47M 0S,"North Pond",11,"Kelvin Limbrick","Cloudy",2013
"13213","house sparrow",2013-05-17,8H 47M 0S,"North Pond",35,"Kelvin Limbrick","Cloudy",2013
"13214","common yellowthroat",2013-05-17,8H 47M 0S,"North Pond",20,"Kelvin Limbrick","Cloudy",2013
"13215","american robin",2013-05-17,8H 47M 0S,"North Pond",4,"Kelvin Limbrick","Cloudy",2013
"13216","barn swallow",2013-05-17,8H 47M 0S,"North Pond",2,"Kelvin Limbrick","Cloudy",2013
"13217","american goldfinch",2013-05-17,8H 47M 0S,"North Pond",6,"Kelvin Limbrick","Cloudy",2013
"13218","eastern towhee",2013-05-17,8H 47M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13219","gray catbird",2013-05-17,8H 47M 0S,"North Pond",5,"Kelvin Limbrick","Cloudy",2013
"13220","canada goose",2013-05-17,8H 47M 0S,"North Pond",50,"Kelvin Limbrick","Cloudy",2013
"13221","mallard",2013-05-17,8H 47M 0S,"North Pond",36,"Kelvin Limbrick","Cloudy",2013
"13223","wood duck",2013-05-17,8H 47M 0S,"North Pond",28,"Kelvin Limbrick","Cloudy",2013
"13224","ring billed gull",2013-05-17,8H 47M 0S,"North Pond",3,"Kelvin Limbrick","Cloudy",2013
"13226","caspian tern",2013-05-17,8H 47M 0S,"North Pond",2,"Kelvin Limbrick","Cloudy",2013
"13227","mourning warbler",2013-05-17,8H 47M 0S,"North Pond",2,"Kelvin Limbrick","Cloudy",2013
"13228","magnolia warbler",2013-05-17,8H 47M 0S,"North Pond",11,"Kelvin Limbrick","Cloudy",2013
"13229","palm warbler",2013-05-17,8H 47M 0S,"North Pond",8,"Kelvin Limbrick","Cloudy",2013
"13230","common grackle",2013-05-17,8H 47M 0S,"North Pond",7,"Kelvin Limbrick","Cloudy",2013
"13231","northern waterthrush",2013-05-17,8H 47M 0S,"North Pond",3,"Kelvin Limbrick","Cloudy",2013
"13232","black and white warbler",2013-05-17,8H 47M 0S,"North Pond",6,"Kelvin Limbrick","Cloudy",2013
"13233","black crowned night heron",2013-05-17,8H 47M 0S,"North Pond",6,"Kelvin Limbrick","Cloudy",2013
"13234","eastern wood pewee",2013-05-17,8H 47M 0S,"North Pond",5,"Kelvin Limbrick","Cloudy",2013
"13235","red bellied woodpecker",2013-05-17,8H 47M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13236","nashville warbler",2013-05-17,8H 47M 0S,"North Pond",2,"Kelvin Limbrick","Cloudy",2013
"13237","domestic goose",2013-05-17,8H 47M 0S,"North Pond",2,"Kelvin Limbrick","Cloudy",2013
"13238","blue gray gnatcatcher",2013-05-17,8H 47M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13239","rock pigeon",2013-05-17,8H 47M 0S,"North Pond",6,"Kelvin Limbrick","Cloudy",2013
"13241","swamp sparrow",2013-05-17,8H 47M 0S,"North Pond",5,"Kelvin Limbrick","Cloudy",2013
"13242","northern flicker",2013-05-17,8H 47M 0S,"North Pond",2,"Kelvin Limbrick","Cloudy",2013
"13243","brown headed cowbird",2013-05-17,8H 47M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13244","red headed woodpecker",2013-05-17,8H 47M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13245","ovenbird",2013-05-17,8H 47M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13246","domestic duck",2013-05-17,8H 47M 0S,"North Pond",2,"Kelvin Limbrick","Cloudy",2013
"13247","veery",2013-05-17,8H 47M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13248","baltimore oriole",2013-05-17,8H 47M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13249","american crow",2013-05-17,8H 47M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13250","chestnut sided warbler",2013-05-17,8H 47M 0S,"North Pond",3,"Kelvin Limbrick","Cloudy",2013
"13251","song sparrow",2013-05-17,8H 47M 0S,"North Pond",1,"Kelvin Limbrick","Cloudy",2013
"13252","marsh wren",2013-05-17,8H 47M 0S,"North Pond",3,"Kelvin Limbrick","Cloudy",2013
